total_inner_iterations,totim,kper,kstp,nouter,ninner,solution_inner_dvmax,solution_inner_dvmax_model,solution_inner_dvmax_node,solution_inner_rmax,solution_inner_rmax_model,solution_inner_rmax_node,solution_inner_alpha,solution_inner_omega
149,1.000000000000000,1,1,5,11,-.2017185625048759,1,1496,7.452259435051083,1,484,3.245595,2.037210
150,1.000000000000000,1,1,5,12,-.1548223596507715,1,1496,7.528884085412051,1,484,2.822761,0.9740697
151,1.000000000000000,1,1,5,13,-1.874657207494075,1,1207,-3.304547912422414,1,1426,72.48868,0.8020585
152,1.000000000000000,1,1,5,14,1.643636271898406,1,1207,1.507937973299698,1,484,0.4787170E-01,35.03656
153,1.000000000000000,1,1,5,15,-.6890143951322172E-01,1,1493,1.228205334626068,1,484,3.834956,0.9660895
154,1.000000000000000,1,1,5,16,-.5385401399226452E-01,1,1497,1.000551588074907,1,484,1.656642,7.418831
155,1.000000000000000,1,1,5,17,-.3633691041266643E-01,1,1501,.5763173045865513,1,484,2.662849,9.188031
156,1.000000000000000,1,1,5,18,-.1020514249390705,1,1501,-.3418360026823713,1,484,21.62307,0.7950661
157,1.000000000000000,1,1,5,19,.6855549683651574E-01,1,1501,.2238064052038287,1,484,0.2274642,4.244469
158,1.000000000000000,1,1,5,20,-.1337089045847397E-01,1,1206,.1081963761419513,1,484,4.471050,0.8501065
159,1.000000000000000,1,1,5,21,-.7834830752577482E-02,1,1206,.4835489912635994E-01,1,484,2.393872,3.424003
160,1.000000000000000,1,1,5,22,-.3985670911713909E-02,1,1206,.1610043451035639E-01,1,484,1.955385,1.376678
161,1.000000000000000,1,1,5,23,-.2141177869009438E-02,1,1206,.9344310244084202E-02,1,1531,2.432879,1.855650
162,1.000000000000000,1,1,5,24,-.9602258439631753E-03,1,1206,.6886629200950770E-02,1,1531,2.085477,1.407916
163,1.000000000000000,1,1,5,25,-.8474663460801040E-03,1,1206,-.9161279115816844E-02,1,484,2.434037,3.251768
164,1.000000000000000,1,1,5,26,-.6503369444662457E-03,1,1206,-.4960559072507154E-02,1,484,4.643302,0.8699826
165,1.000000000000000,1,1,5,27,.4518326377921953E-04,1,32,-.5844241920769867E-02,1,484,0.4200101,2.881815
166,1.000000000000000,1,1,5,28,-.2324697276879590E-03,1,1403,-.4330348454502374E-02,1,484,6.295065,1.491096
167,1.000000000000000,1,1,5,29,-.1048724162502604E-03,1,1403,-.3498707334077469E-02,1,484,2.682195,1.096793
168,1.000000000000000,1,1,5,30,-.2573509805727669E-03,1,1403,.7777152692940432E-03,1,1518,19.28621,0.8039250
169,1.000000000000000,1,1,5,31,.1672613359081067E-03,1,1206,-.1245845449300576E-03,1,1451,0.9302772E-01,40.00423
170,1.000000000000000,1,1,5,32,-.1053184465848549E-04,1,32,-.1353911196562955E-03,1,484,3.780792,0.8683855
171,1.000000000000000,1,1,5,33,-.4454691913101840E-05,1,32,-.1621486968267099E-03,1,484,3.209458,1.257969
