total_inner_iterations,totim,kper,kstp,nouter,ninner,solution_inner_dvmax,solution_inner_dvmax_model,solution_inner_dvmax_node,solution_inner_rmax,solution_inner_rmax_model,solution_inner_rmax_node,solution_inner_alpha,solution_inner_omega
226,1.000000000000000,1,1,7,9,-.9693752203270108E-04,1,1496,.8012556402639433E-02,1,484,7.081574,0.9149334
227,1.000000000000000,1,1,7,10,.2309068884566214E-04,1,1496,.7593423354720709E-02,1,484,-1.517105,1.086439
228,1.000000000000000,1,1,7,11,-.2634754512295720E-03,1,1496,.9781544135934350E-02,1,484,-4.066485,4.584321
229,1.000000000000000,1,1,7,12,-.1959971927300676E-03,1,1502,.1065981541701443E-01,1,484,4.118716,4.690732
230,1.000000000000000,1,1,7,13,-.1715619019499082E-03,1,1502,.1126624446876246E-01,1,484,3.460729,1.648974
231,1.000000000000000,1,1,7,14,-.1586053017090653E-03,1,1502,.1120393663140599E-01,1,484,4.106721,0.9170869
232,1.000000000000000,1,1,7,15,-.2443450611746688E-03,1,1502,.9823554647740575E-02,1,484,6.915028,0.8999303
233,1.000000000000000,1,1,7,16,-.3400436362637703E-03,1,1401,.4792548525992775E-02,1,484,1.620272,18.99306
234,1.000000000000000,1,1,7,17,.7360776231779444E-04,1,1501,.5129243836228237E-02,1,484,-1.500527,0.8044635
235,1.000000000000000,1,1,7,18,-.5956426448736304E-03,1,1501,.2167741419990827E-02,1,484,-3.791423,4.255236
236,1.000000000000000,1,1,7,19,-.3835835430130772E-03,1,1501,-.1686595008531961E-03,1,484,7.707517,1.017042
237,1.000000000000000,1,1,7,20,.1321681917845912E-03,1,1496,.7329776173815565E-03,1,484,0.3909520,4.373693
238,1.000000000000000,1,1,7,21,-.5995690184559577E-04,1,1501,.3224929830919078E-03,1,484,3.186581,1.223706
239,1.000000000000000,1,1,7,22,-.3570644504504036E-04,1,1493,.1080984485995671E-03,1,484,2.143487,2.634318
240,1.000000000000000,1,1,7,23,-.2197563395513513E-04,1,1493,.3454511398691609E-04,1,1539,3.491848,0.8357842
241,1.000000000000000,1,1,7,24,-.1234460892722991E-04,1,1493,-.7608885846891349E-04,1,484,5.299917,0.9903061
242,1.000000000000000,1,1,7,25,-.5464423423867119E-06,1,1349,-.6954925970543499E-04,1,484,0.3960153,3.165736
243,1.000000000000000,1,1,8,1,-.5935238096376011E-06,1,1349,-.5060921786689664E-04,1,484,8.648372,0.8931126
