time,GWF_IN,INFILTRATION_IN,REJ-INF_IN,STORAGE_IN,GWF_OUT,INFILTRATION_OUT,REJ-INF_OUT,STORAGE_OUT,TOTAL_IN,TOTAL_OUT,PERCENT_DIFFERENCE
1.000000000000000,.000000000000000,70.10373759346699,.000000000000000,.000000000000000,70.10373759346699,.000000000000000,.000000000000000,.000000000000000,70.10373759346699,70.10373759346699,.000000000000000
