time,GWF_IN,RAINFALL_IN,EVAPORATION_IN,RUNOFF_IN,EXT-INFLOW_IN,WITHDRAWAL_IN,EXT-OUTFLOW_IN,STORAGE_IN,CONSTANT_IN,GWF_OUT,RAINFALL_OUT,EVAPORATION_OUT,RUNOFF_OUT,EXT-INFLOW_OUT,WITHDRAWAL_OUT,EXT-OUTFLOW_OUT,STORAGE_OUT,CONSTANT_OUT,TOTAL_IN,TOTAL_OUT,PERCENT_DIFFERENCE
1.000000000000000,.000000000000000,.000000000000000,.000000000000000,.000000000000000,.000000000000000,.000000000000000,.000000000000000,.000000000000000,.000000000000000,.000000000000000,.000000000000000,.000000000000000,.000000000000000,.000000000000000,.000000000000000,.000000000000000,.000000000000000,.000000000000000,.000000000000000,.000000000000000,.000000000000000
